brand,name,weight,price
SEASON'S CHOICE,"Garlic Riced Cauliflower, 12 oz",12 oz,$1.89
FIT & ACTIVE,"Vitality Cereal with Red Berries, 11.2 oz",11.2 oz,$2.99
SIMPLY NATURE,"Original Organic Soymilk, 64 fl oz",64 fl oz,$3.29
MILLVILLE,"Oats 'n Honey Protein Crunchy Granola, 11 oz",11 oz,$2.75
ELEVATION,"Peanut Butter Cookie Pure and Simple Fruit and Nut Bars, 5 count",5 ct,$5.05
SIMPLY NATURE,"Brown Milled Flax Seed, 16 oz",16 oz,$3.65
MILLVILLE,"Oats 'n Dark Chocolate Protein Crunchy Granola, 11 oz",11 oz,$2.75
MILLVILLE,"Cranberries and Almonds Protein Crunchy Granola, 11 oz",11 oz,$2.75
SOUTHERN GROVE,"Dried Cranberries, 6 oz",6 oz,$2.05
LIVEGFREE,"Gluten Free Pancake and Baking Mix, 16 oz",16 oz,$3.25
SIMPLY NATURE,"Organic Apple Cinnamon Instant Oatmeal Packets, 8 count",11.29 oz,$2.75
LUNCH MATE,"Family Size Low Sodium Oven Roasted Turkey, 15 oz",15 oz,$5.85
SIMPLY NATURE,"Organic Sea Salt Popcorn, 6 oz",6 oz,$3.65
PARK STREET DELI,"Pine Nut Hummus, 10 oz",10 oz,$2.85
SPECIALLY SELECTED,"Kalamata Pitted Olives, 6 oz",6 oz,$2.19
SIMPLY NATURE,"Organic Grass Fed 85% Lean Ground Beef, 1 lb",1 lb,$5.49
EARTHLY GRAINS,"Instant White Rice, 28 oz",28 oz,$2.85
FRIENDLY FARMS,"Low Fat Small Curd Cottage Cheese, 24 oz",24 oz,$3.09
SOUTHERN GROVE,"Sliced Almonds, 6 oz",6 oz,$2.85
SOUTHERN GROVE,"Slivered Almonds, 6 oz",6 oz,$2.85
PURAQUA,"Purified Water - 24 pack, 16.9 fl oz Bottles",24 x 16.9 fl oz,$3.29
PURAQUA,"Natural Spring Water - 24 pack, 16.9 fl oz Bottles",24 x 16.9 fl oz,$4.09
BURMAN'S,"Soy Sauce, 15 fl oz",15 fl oz,$1.75
SIMPLY NATURE,"Unsweetened Applesauce, 46 oz",46 oz,$3.45
SIMPLY NATURE,"Organic Arugula and Spinach Mix, 5 oz",5 oz,$2.85
FIT & ACTIVE,"Lightly Salted Rice Cakes, 4.9 oz",4.9 oz,$3.25
SIMPLY NATURE,"Organic Wildflower Honey, 12 oz",12 oz,$4.65
SIMPLY NATURE,"Sprouted 7 Grain Bread, 16 oz",16 oz,$3.65
LIVEGFREE,"Gluten Free Sweet Chili Brown Rice Crisps, 7 oz",7 oz,$3.29
SPECIALLY SELECTED,"Wild Caught Ahi Tuna, 12 oz",12 oz,$5.05
SIMPLY NATURE,"Organic Fruit Snacks, 12 count",9.6 oz,$5.45
SIMPLY NATURE,"Organic Extra Virgin Olive Oil, 16.9 fl oz",19.9 fl oz,$7.99
SIMPLY NATURE,"Organic Original Unsweetened Almondmilk, 64 fl oz",64 fl oz,$3.75
SIMPLY NATURE,"Organic Original Beef Jerky, 2.5 oz",2.85 oz,$3.55
SPECIALLY SELECTED,"Raw Honey, 24 oz",24 oz,$7.69
SEASON'S CHOICE,"Steamable Frozen Asian Medley, 12 oz",12 oz,$1.65
SIMPLY NATURE,"White Cheddar Puffs, 4 oz",4 oz,$2.99
SIMPLY NATURE,"Organic Creamy Peanut Butter, 16 oz",16 oz,$4.85
SIMPLY NATURE,"Organic Yellow Corn Tortilla Chips, 11 oz",11 oz,$3.19
SIMPLY NATURE,"Sweet Potato Chips, 7 oz",7 oz,$4.09
FIT & ACTIVE,"Caramel Corn Rice Cakes, 6.56 oz",6.56 oz,$3.25
SIMPLY NATURE,"Organic Chicken Broth, 32 oz",32 oz,$2.15
EMPORIUM SELECTION,"Feta Traditional Cheese, 8 oz",8 oz,$3.65
SIMPLY NATURE,"Organic 100% 7 Super Fruits Juice, 33.8 fl oz",33.8 fl oz,$3.95
FRIENDLY FARMS,"Original Unsweetened Almondmilk, 64 fl oz",64 fl oz,$2.45
SIMPLY NATURE,"Organic Quinoa, 16 oz",16 oz (1,$3.69
LIVEGFREE,"Gluten Free Yellow Cake Mix, 15 oz",15 oz,$3.25
SIMPLY NATURE,"Organic Cage Free Brown Eggs, 1 dozen",12 ct,$5.35
SIMPLY NATURE,"Organic Frozen Blueberries, 24 oz",24 oz,$6.59
PURAQUA,"Flavored Water Bottles - 24 pack, 16 fl oz",24 x 16 fl oz,$8.05
SEASON'S CHOICE,"Steamable Frozen California Medley Vegetables, 12 oz",12 oz,$1.29
EMPORIUM SELECTION,"Tomato and Basil Feta Cheese Block, 8 oz",8 oz,$3.65
MAMA COZZI'S PIZZA KITCHEN,"12"" Uncured Pepperoni Cauliflower Crust Deli Pizza, 17 oz",17 oz,$8.79
MAMA COZZI'S PIZZA KITCHEN,"12"" Veggie Cauliflower Crust Deli Pizza, 17.6 oz",17.6 oz,$8.79
FRIENDLY FARMS,"Mixed Berry Protein Blended Nonfat Greek Yogurt Cups, 4 count",4 x 5.3 oz,$4.09
L'OVEN FRESH,"Red Pepper Hummus Protein Wraps, 12 oz",12 oz,$3.29
SIMPLY NATURE,"Cheddar Cauliflower Crackers, 4 oz",4 oz,$3.19
FRIENDLY FARMS,"Original Oatmilk, 64 fl oz",64 fl oz,$4.29
,"Baby Peeled Carrots, 16 oz",16 oz,$1.35
SAVORITZ,"Rosemary Olive Oil Woven Wheat Crackers, 9 oz",9 oz,$2.55
,"Celery, each",1 each,$2.05
SIMPLY NATURE,"Seedtastic Organic Bread, 27 oz",27 oz,$4.65
FRIENDLY FARMS,"Vanilla Protein Blended Nonfat Greek Yogurt Cups, 4 count",4 x 5.3 oz,$4.09
VITALIFE,"Organic Mixed Berry Kombucha, 16 fl oz",16 fl oz,$2.19
SIMPLY NATURE,"Organic White Mild Cheddar Cheese Slices, 6 oz",6 oz,$2.99
WHOLE & SIMPLE,"Uncured Ham, Pepper & Cheddar Breakfast Bite, 7.8 oz",7.8 oz,$5.49
SIMPLY NATURE,"Organic Grass Fed 93% Lean Ground Beef, 1 lb",1 lb,$8.05
SIMPLY NATURE,Organic Chicken Breast Strips,1.25 lb,$9.11
SIMPLY NATURE,"Organic Chicken Breasts, per lb",1 lb,$4.99
SIMPLY NATURE,"Organic 100% Gold Fusion Juice, 33.8 fl oz",33.8 fl oz,$3.95
SAVORITZ,"Cracked Pepper Woven Wheat Crackers, 9 oz",9 oz,$2.55
L'OVEN FRESH,"Bagel Skinny's, 13 oz",13 oz,$2.99
VITALIFE,"Organic Ginger Lemon Kombucha, 16 fl oz",16 fl oz,$2.19
SIMPLY NATURE,"Graintastic Organic Bread, 27 oz",27 oz,$4.65
L'OVEN FRESH,"Pre-Sliced Bagel Skinnys, 8 count",13 oz,$2.99
L'OVEN FRESH,"Plain Protein Wraps, 12 oz",12 oz,$3.29
VITALIFE,"Kick it in the Ginger Shot, 2 fl oz",2 fl oz,$2.09
VITALIFE,"The Golden Child Turmeric Shot, 2 fl oz",2 fl oz,$2.09
SIMPLY NATURE,"Sea Salt Cauliflower Crackers, 4 oz",4 oz,$3.19
FRIENDLY FARMS,"Low Sugar Vanilla Greek Yogurt, 32 oz",32 oz,$5.49
FRIENDLY FARMS,"Low Sugar Plain Greek Yogurt, 32 oz",32 oz,$5.49
,"Atlantic Salmon Portions, per lb",1 lb,$9.49
PARK STREET DELI,"Mashed Cauliflower, 16 oz",16 oz,$5.19
L'OVEN FRESH,"Keto Friendly White Bread, 14 oz",14 oz,$4.65
L'OVEN FRESH,"Keto Friendly Wheat Bread, 14 oz",14 oz,$4.65
SEASON'S CHOICE,"Steamable Frozen Broccoli Stir Fry, 12 oz",12 oz,$1.65
PURAQUA,"Lemon Lime Hydration with Electrolyte Drink Mix, 6 count",6 ct,$3.19
PURAQUA,"Passion Fruit Hydration with Electrolyte Drink Mix, 6 count",6 ct,$3.19
SIMPLY NATURE,"Organic Frozen Strawberries, 24 oz",24 oz,$6.59
SIMPLY NATURE,"Organic String Cheese, 8 oz",8 oz,$4.09
4TH & HEART,"Himalayan Pink Salt Clarified Butter Ghee, 9 oz",9 oz,$9.99
4TH & HEART,"Garlic Clarified Butter Ghee, 9 oz",9 oz,$9.99
LIVEGFREE,"Gluten Free Sea Salt Brown Rice Crisps, 7 oz",7 oz,$3.29
HEALTH-ADE,Mango Lemonade Kombucha,16 fl oz,$2.89
SIMPLY NATURE,"Organic Maple Brown Sugar Instant Oatmeal, 8 count",11.29 oz,$2.75
BURMAN'S,"Reduced Sodium Soy Sauce, 15 fl oz",15 fl oz,$1.75
BURMAN'S,"Soy Sauce, 15 fl oz",15 fl oz,$1.75
L'OVEN FRESH,"Original Low Carb Tortillas, 8 count",12 oz,$3.65
SIMPLY NATURE,"Raw Almond, Pecan & Pistachios Kernels, 8 oz",8 oz,$4.39
FREMONT FISH MARKET,"Large Raw Peeled Shrimp Family Pack, 32 oz",32 oz,$17.39
EARTHLY GRAINS,"Jasmine Rice, 5 lb",5 lb,$6.85
GREAT GHERKINS,"Sweet Heat Bread & Butter Pickle Chips, 24 fl oz",24 fl oz,$3.19
GREAT GHERKINS,"Smoky BBQ Bread & Butter Pickle Chips, 24 fl oz",24 fl oz,$3.19
PURAQUA,"Strawberry Hydration Drink Mix Sticks, 6 count",6 ct,$3.19
POPPI,"Orange Flavor Soda Can, 12 fl oz",12 fl oz,$2.19
POPPI,"Cherry Limeade Soda Can, 12 fl oz",12 fl oz,$2.19
POPPI,"Raspberry Rose Flavor Soda Can, 12 fl oz",12 fl oz,$2.19
POPPI,"Strawberry Lemon Flavor Soda Can, 12 fl oz",12 fl oz,$2.19
OIKOS PRO,"Zero Sugar Added Strawberry Flavored Protein Shots - 6 pack , 3.1 fl oz bottle",18.6 Fl Oz,$4.58
POPPI,"Lemon Lime Poppi Prebiotic Soda - 4 pack, 12 fl oz can",4 x 12 fl oz,$8.59
POPPI,"Strawberry Lemon Poppi Prebiotic Soda - 4 pack, 12 fl oz can",4 x 12 fl oz,$8.59
SUMMIT,"Cherry Lime Flavored Prebiotic Soda, 12 fl oz can",12 fl oz,$1.65
SUMMIT,"Strawberry Lemon Flavored Prebiotic Soda, 12 fl oz can",12 fl oz,$1.65
SUMMIT,"Raspberry Rose Flavored Prebiotic Soda, 12 fl oz can",12 fl oz,$1.65
SUMMIT,"Lemon Lime Flavored Prebiotic Soda, 12 fl oz can",12 fl oz,$1.65
HEALTH-ADE,Citrus Immune Boost Kombucha,16 fl oz,$2.89
POPPI,"Doc Pop Probiotic Soda, 12 fl oz",12 fl oz,$2.19
POPPI,"Orange Cream Prebiotic Soda, 12 fl oz",12 fl oz,$2.19
POPPI,"Cherry Cola Probiotic Soda, 12 fl oz",12 fl oz,$2.19
POPPI,"Wild Berry Prebiotic Soda, 12 fl oz",12 fl oz,$2.19
