brand,name,weight,price
SPECIALLY SELECTED,"Kalamata Pitted Olives, 6 oz",6 oz,$2.19
SIMPLY NATURE,"Organic Grass Fed 85% Lean Ground Beef, 1 lb",1 lb,$7.15
EARTHLY GRAINS,"Roasted Garlic Couscous, 5.8 oz",5.8 oz,$1.85
FRIENDLY FARMS,"Low Fat Small Curd Cottage Cheese, 24 oz",24 oz,$3.15
SOUTHERN GROVE,"Sliced Almonds, 6 oz",6 oz,$2.65
SOUTHERN GROVE,"Slivered Almonds, 6 oz",6 oz,$2.65
PURAQUA,"Purified Water - 24 pack, 16.9 fl oz Bottles",24 x 16.9 fl oz,$3.29
PURAQUA,"Natural Spring Water - 24 pack, 16.9 fl oz Bottles",24 x 16.9 fl oz,$4.19
SIMPLY NATURE,"Unsweetened Applesauce, 46 oz",46 oz,$3.49
SIMPLY NATURE,"Organic Arugula and Spinach Mix, 5 oz",5 oz,$3.19
FIT & ACTIVE,"Lightly Salted Rice Cakes, 4.9 oz",4.9 oz,$3.25
SIMPLY NATURE,"Organic Wildflower Honey, 12 oz",12 oz,$4.65
SIMPLY NATURE,"Sprouted 7 Grain Bread, 16 oz",16 oz,$3.95
LIVEGFREE,"Gluten Free Sweet Chili Brown Rice Crisps, 7 oz",7 oz,$3.15
SIMPLY NATURE,"Organic Fruit Snacks, 12 count",9.6 oz,$5.45
SIMPLY NATURE,"Organic Extra Virgin Olive Oil, 16.9 fl oz",19.9 fl oz,$7.99
SIMPLY NATURE,"Organic Original Unsweetened Almondmilk, 64 fl oz",64 fl oz,$3.75
SIMPLY NATURE,"Organic Original Beef Jerky, 2.5 oz",2.5 oz,$3.55
SIMPLY NATURE,"Organic Fat Free Chicken Bone Broth, 32 oz",32 oz,$3.55
SPECIALLY SELECTED,"Raw Honey, 24 oz",24 oz,$7.49
SIMPLY NATURE,"White Cheddar Puffs, 4 oz",4 oz,$3.29
SIMPLY NATURE,"Organic Creamy Peanut Butter, 16 oz",16 oz,$4.85
SIMPLY NATURE,"Organic Yellow Corn Tortilla Chips, 11 oz",11 oz,$3.09
SIMPLY NATURE,"Sweet Potato Chips, 7 oz",7 oz,$4.15
FIT & ACTIVE,"Caramel Corn Rice Cakes, 6.56 oz",6.56 oz,$3.25
SIMPLY NATURE,"Organic Chicken Broth, 32 oz",32 oz,$2.05
EMPORIUM SELECTION,"Feta Traditional Cheese, 8 oz",8 oz,$3.85
SIMPLY NATURE,"Organic 100% 7 Super Fruits Juice, 33.8 fl oz",33.8 fl oz,$3.95
FRIENDLY FARMS,"Original Unsweetened Almondmilk, 64 fl oz",64 fl oz,$2.45
SIMPLY NATURE,"Organic Quinoa, 16 oz",16 oz (1,$3.69
LIVEGFREE,"Gluten Free Yellow Cake Mix, 15 oz",15 oz,$3.25
SIMPLY NATURE,"Organic Cage Free Brown Eggs, 1 dozen",12 ct,$5.35
SIMPLY NATURE,"Organic Frozen Blueberries, 24 oz",24 oz,$6.85
PURAQUA,"Flavored Water Bottles - 24 pack, 16 fl oz",24 x 16 fl oz,$7.69
SEASON'S CHOICE,"Steamable Frozen California Medley Vegetables, 12 oz",12 oz,$1.29
EMPORIUM SELECTION,"Tomato and Basil Feta Cheese Block, 8 oz",8 oz,$3.85
MAMA COZZI'S PIZZA KITCHEN,"12"" Uncured Pepperoni Cauliflower Crust Deli Pizza, 17 oz",17 oz,$9.15
MAMA COZZI'S PIZZA KITCHEN,"12"" Veggie Cauliflower Crust Deli Pizza, 17.6 oz",17.6 oz,$9.15
FRIENDLY FARMS,"Mixed Berry Protein Blended Nonfat Greek Yogurt Cups, 4 count",4 x 5.3 oz,$4.09
CLANCY'S,Cinnamon Apple Chips,2.5 oz,$2.19
L'OVEN FRESH,"Red Pepper Hummus Protein Wraps, 12 oz",12 oz,$3.29
SIMPLY NATURE,"Cheddar Cauliflower Crackers, 4 oz",4 oz,$2.99
VITALIFE,"Elderberry Shot, 2 fl oz",2 fl oz,$1.99
FRIENDLY FARMS,"Original Oatmilk, 64 fl oz",64 fl oz,$4.39
CLANCY'S,Original Apple Chips,2.5 oz,$2.19
,"Baby Peeled Carrots, 16 oz",16 oz,$0.89
SAVORITZ,"Rosemary Olive Oil Woven Wheat Crackers, 9 oz",9 oz,$2.75
,"Celery, each",1 each,$0.95
SIMPLY NATURE,"Seedtastic Organic Bread, 27 oz",27 oz,$4.65
FRIENDLY FARMS,"Vanilla Protein Blended Nonfat Greek Yogurt Cups, 4 count",4 x 5.3 oz,$4.09
VITALIFE,"Organic Mixed Berry Kombucha, 16 fl oz",16 fl oz,$2.19
SIMPLY NATURE,"Organic White Mild Cheddar Cheese Slices, 6 oz",6 oz,$3.09
WHOLE & SIMPLE,"Uncured Ham, Pepper & Cheddar Breakfast Bite, 7.8 oz",7.8 oz,$5.85
SIMPLY NATURE,"Organic Grass Fed 93% Lean Ground Beef, 1 lb",1 lb,$8.25
SIMPLY NATURE,Organic Chicken Breast Strips,1.25 lb,$9.11
VITALIFE,"Organic Vitamin C Shot, 2 fl oz",2 fl oz,$1.99
SIMPLY NATURE,"Organic Chicken Breasts, per lb",1 lb,$5.79
SIMPLY NATURE,"Organic 100% Gold Fusion Juice, 33.8 fl oz",33.8 fl oz,$3.95
SAVORITZ,"Cracked Pepper Woven Wheat Crackers, 9 oz",9 oz,$2.75
L'OVEN FRESH,"Bagel Skinny's, 13 oz",13 oz,$2.99
VITALIFE,"Organic Ginger Lemon Kombucha, 16 fl oz",16 fl oz,$2.19
SIMPLY NATURE,"Graintastic Organic Bread, 27 oz",27 oz,$4.65
L'OVEN FRESH,"Pre-Sliced Bagel Skinnys, 8 count",13 oz,$2.99
L'OVEN FRESH,"Plain Protein Wraps, 12 oz",12 oz,$3.29
VITALIFE,"Kick it in the Ginger Shot, 2 fl oz",2 fl oz,$1.99
VITALIFE,"The Golden Child Turmeric Shot, 2 fl oz",2 fl oz,$1.99
SIMPLY NATURE,"Sea Salt Cauliflower Crackers, 4 oz",4 oz,$2.99
SIMPLY NATURE,"Chickpea Penne, 12 oz",12 oz,$3.29
FRIENDLY FARMS,"Low Sugar Vanilla Greek Yogurt, 32 oz",32 oz,$5.49
FRIENDLY FARMS,"Low Sugar Plain Greek Yogurt, 32 oz",32 oz,$5.49
,"Atlantic Salmon Portions, per lb",1 lb,$9.49
SIMPLY NATURE,"Chickpea Rotini, 12 oz",12 oz,$3.29
L'OVEN FRESH,"Keto Friendly White Bread, 14 oz",14 oz,$4.65
L'OVEN FRESH,"Keto Friendly Wheat Bread, 14 oz",14 oz,$4.65
SEASON'S CHOICE,"Steamable Frozen Broccoli Stir Fry, 12 oz",12 oz,$1.75
PURAQUA,"Lemon Lime Hydration with Electrolyte Drink Mix, 6 count",6 ct,$3.19
PURAQUA,"Passion Fruit Hydration with Electrolyte Drink Mix, 6 count",6 ct,$3.19
SIMPLY NATURE,"Organic String Cheese, 8 oz",8 oz,$4.09
LIVEGFREE,"Gluten Free Sea Salt Brown Rice Crisps, 7 oz",7 oz,$3.15
SIMPLY NATURE,"Organic Maple Brown Sugar Instant Oatmeal, 8 count",11.29 oz,$2.75
BURMAN'S,"Reduced Sodium Soy Sauce, 15 fl oz",15 fl oz,$1.75
BURMAN'S,"Soy Sauce, 15 fl oz",15 fl oz,$1.75
L'OVEN FRESH,"Original Low Carb Tortillas, 8 count",12 oz,$3.75
SIMPLY NATURE,"Raw Almond, Pecan & Pistachios Kernels, 8 oz",8 oz,$4.39
FREMONT FISH MARKET,"Large Raw Peeled Shrimp Family Pack, 32 oz",32 oz,$18.15
EARTHLY GRAINS,"Jasmine Rice, 5 lb",5 lb,$6.95
PURAQUA,"Strawberry Hydration Drink Mix Sticks, 6 count",6 ct,$3.19
POPPI,"Orange Flavor Soda Can, 12 fl oz",12 fl oz,$2.19
POPPI,"Cherry Limeade Soda Can, 12 fl oz",12 fl oz,$2.19
POPPI,"Raspberry Rose Flavor Soda Can, 12 fl oz",12 fl oz,$2.19
POPPI,"Strawberry Lemon Flavor Soda Can, 12 fl oz",12 fl oz,$2.19
VITALIFE,"Vitamin B Shot With Mixed Berries, 2 fl oz bottle",2 fl oz,$1.99
POPPI,"Lemon Lime Poppi Prebiotic Soda - 4 pack, 12 fl oz can",4 x 12 fl oz,$8.59
POPPI,"Doc Pop Probiotic Soda, 12 fl oz",12 fl oz,$2.19
POPPI,"Orange Cream Prebiotic Soda, 12 fl oz",12 fl oz,$2.19
POPPI,"Cherry Cola Probiotic Soda, 12 fl oz",12 fl oz,$2.19
POPPI,"Wild Berry Prebiotic Soda, 12 fl oz",12 fl oz,$2.19
